task,cost
0,30.77
1,23.29
2,58.5
3,60.93
4,18.92
5,18.15
6,36.6
7,44.85
8,14.0
9,30.47
10,40.97
11,21.96
12,39.01
13,15.77
14,53.12
15,26.1
16,20.94
17,45.05
18,38.53
19,15.45
20,33.43
21,37.2
22,15.71
23,19.07
24,36.77
25,54.74
26,10.09
27,37.43
28,25.96
29,26.06
30,48.83
31,13.41
32,41.72
33,21.72
34,51.41
35,37.07
36,28.03
37,11.45
38,40.34
39,23.68
40,37.85
41,44.35
42,29.45
43,19.41
44,29.1
45,33.55
46,17.87
47,17.6
48,13.08
49,34.04
50,26.0
51,20.23
52,19.58
53,40.21
54,48.25
55,36.59
56,48.43
57,26.96
58,47.38
59,18.77
60,49.82
61,24.17
62,29.98
63,31.04
64,43.76
65,18.44
66,25.58
67,14.29
68,32.05
69,47.86
