task,cost
0,36.58
1,15.89
2,21.17
3,38.4
4,51.23
5,24.66
6,37.17
7,53.38
8,25.48
9,39.17
10,30.52
11,35.25
12,16.88
13,15.16
14,28.37
15,34.77
16,34.05
17,25.11
18,36.03
19,26.42
20,17.42
21,27.51
22,46.16
23,13.25
24,43.77
25,14.67
26,38.05
27,25.73
28,14.78
29,17.63
30,15.84
31,53.36
32,12.74
33,9.7
34,21.1
35,35.55
36,38.11
37,27.95
38,51.25
39,38.18
40,26.03
41,40.72
42,12.57
43,29.86
44,37.23
45,25.86
46,56.33
47,17.95
48,34.89
49,27.81
50,13.46
51,45.36
52,10.84
53,37.51
54,41.08
55,23.3
56,19.55
57,27.2
58,49.79
59,17.31
