task,cost
0,24.24
1,46.77
2,54.85
3,28.1
4,27.1
5,35.24
6,41.04
7,33.97
8,26.93
9,36.75
10,24.4
11,27.72
12,42.76
13,43.72
14,39.17
15,43.5
16,26.49
17,56.99
18,8.6
19,8.36
20,17.87
21,20.39
22,21.79
23,44.43
24,23.6
25,25.07
26,31.38
27,35.36
28,36.73
29,10.25
30,43.68
31,41.2
32,15.77
33,49.57
34,40.02
35,20.65
36,20.23
37,36.98
38,36.53
39,8.55
40,40.63
41,35.65
42,22.75
43,40.28
44,20.18
45,39.11
46,42.23
47,10.54
48,41.35
49,28.24
50,25.96
51,29.49
52,23.99
53,20.98
54,13.52
55,9.23
56,23.13
57,23.52
58,47.2
59,18.63
