task,cost
0,17.48
1,30.71
2,38.54
3,25.58
4,43.02
5,26.76
6,11.26
7,15.97
8,38.98
9,53.87
10,14.81
11,50.96
12,29.39
13,41.22
14,27.96
15,11.77
16,35.28
17,11.55
18,9.76
19,16.87
20,42.44
21,31.74
22,14.92
23,14.72
24,17.46
25,9.45
26,40.69
27,11.1
28,37.5
29,16.57
30,9.28
31,34.71
32,26.82
33,25.52
34,36.1
35,36.09
36,21.24
37,25.45
38,36.27
39,29.44
40,40.68
41,40.39
42,27.23
43,38.18
44,51.4
45,33.06
46,29.58
47,35.4
48,20.92
49,40.59
50,26.15
51,12.88
52,11.74
53,43.25
54,47.01
55,40.23
56,32.63
57,22.0
58,10.32
59,20.88
60,37.46
61,13.0
62,19.92
63,27.36
64,38.81
65,44.23
66,16.29
67,14.73
68,54.01
69,34.78
70,13.12
71,57.95
72,16.2
73,37.41
74,19.9
75,41.31
76,31.09
77,31.99
78,20.33
79,40.45
80,55.77
81,14.78
82,38.25
83,24.85
84,57.37
85,19.72
86,12.58
87,38.3
88,37.26
89,17.39
