task,cost
0,46.29
1,26.13
2,31.64
3,21.69
4,55.01
5,39.15
6,31.4
7,35.74
8,28.6
9,39.57
10,16.62
11,46.82
12,8.48
13,48.01
14,38.88
15,17.47
16,10.49
17,24.17
18,41.13
19,17.27
20,44.32
21,14.28
22,11.08
23,42.1
24,17.06
25,14.1
26,14.87
27,18.61
28,41.42
29,37.81
30,25.64
31,24.69
32,28.76
33,27.57
34,47.38
35,40.78
36,20.26
37,35.85
38,38.88
39,50.91
40,18.03
41,9.09
42,44.19
43,21.84
44,12.62
45,52.16
46,43.3
47,27.15
48,20.45
49,29.38
50,33.66
51,19.88
52,20.65
53,46.68
54,27.19
55,28.21
56,20.23
57,55.57
58,11.21
59,40.95
