task,cost
0,22.82
1,47.46
2,48.2
3,32.8
4,22.62
5,35.52
6,52.5
7,35.5
8,25.09
9,43.33
10,52.19
11,36.84
12,29.43
13,26.11
14,29.99
15,16.08
16,26.02
17,40.32
18,31.63
19,50.49
20,17.61
21,12.09
22,41.08
23,21.98
24,40.86
25,47.64
26,30.98
27,23.94
28,12.93
29,52.47
30,28.12
31,42.79
32,27.77
33,15.51
34,17.24
35,33.79
36,59.32
37,35.08
38,23.5
39,36.62
40,45.99
41,20.01
42,23.74
43,36.56
44,31.93
45,58.9
46,39.7
47,31.13
48,41.76
49,46.89
50,19.31
51,29.21
52,13.48
53,25.56
54,21.14
55,11.38
56,45.53
57,21.72
58,23.67
59,20.72
60,28.39
61,37.84
62,34.15
63,41.22
64,27.24
65,15.15
66,41.27
67,28.51
68,9.61
69,44.52
70,25.77
71,9.87
72,23.09
73,20.97
74,39.09
75,39.44
76,32.57
77,30.57
78,46.36
79,11.05
80,44.36
81,47.45
82,31.37
83,29.89
84,29.25
85,33.04
86,11.41
87,12.59
88,14.0
89,37.97
