task,cost
0,32.51
1,26.0
2,35.57
3,46.07
4,23.45
5,32.81
6,49.96
7,33.6
8,35.15
9,22.17
10,39.68
11,38.15
12,39.21
13,17.15
14,37.27
15,19.86
16,54.83
17,37.66
18,39.77
19,35.26
20,41.56
21,8.44
22,30.19
23,35.35
24,16.71
25,33.9
26,28.95
27,42.73
28,25.88
29,10.63
30,44.24
31,8.68
32,44.97
33,31.98
34,38.15
35,26.16
36,35.27
37,23.41
38,23.53
39,50.6
40,18.83
41,15.86
42,14.49
43,10.88
44,36.66
45,10.8
46,32.34
47,21.4
48,46.8
49,30.54
50,19.04
51,29.67
52,26.51
53,39.37
54,34.36
55,11.78
56,41.91
57,35.48
58,27.57
59,42.44
