task,cost
0,38.78
1,34.06
2,32.8
3,47.62
4,40.82
5,37.01
6,34.31
7,38.15
8,16.59
9,10.53
10,9.99
11,29.6
12,10.63
13,26.75
14,18.35
15,21.11
16,49.59
17,30.07
18,34.72
19,32.48
20,46.55
21,27.79
22,23.07
23,32.68
24,58.32
25,11.65
26,37.08
27,37.67
28,33.23
29,23.95
30,30.19
31,26.03
32,27.74
33,13.98
34,46.04
35,34.62
36,50.72
37,37.65
38,40.76
39,19.58
40,9.56
41,37.24
42,21.02
43,37.1
44,54.88
45,12.15
46,21.58
47,25.98
48,19.57
49,55.8
50,39.15
51,22.54
52,34.32
53,48.14
54,42.65
55,50.27
56,27.81
57,11.26
58,36.37
59,19.3
