src,dst,comm
0,19,6
0,28,3
0,13,9
1,9,7
1,29,1
1,7,6
1,23,7
2,13,5
2,3,6
2,22,2
2,10,10
3,4,9
4,10,10
5,17,5
6,28,6
6,9,3
7,29,10
7,15,8
7,27,10
8,10,3
9,14,10
9,17,3
9,20,6
9,21,10
10,29,2
10,25,7
10,12,3
11,24,3
11,14,10
12,24,5
13,26,6
13,22,4
13,15,10
14,17,6
15,28,2
15,20,7
16,26,9
16,27,4
16,20,3
16,19,2
17,24,3
18,27,4
18,28,5
18,25,8
18,29,3
19,27,10
19,26,9
20,24,5
21,22,8
21,28,5
21,27,8
22,29,10
22,27,6
23,26,3
23,27,10
24,26,6
24,28,7
24,25,6
25,26,1
25,27,6
26,28,10
27,29,10
27,28,3
28,29,9
