task,cost
0,41.14
1,26.22
2,24.24
3,31.92
4,45.27
5,49.79
6,34.02
7,44.79
8,21.29
9,29.25
10,15.34
11,20.34
12,44.04
13,28.22
14,23.52
15,19.73
16,52.7
17,52.91
18,11.46
19,32.13
20,20.05
21,16.21
22,21.69
23,19.85
24,51.52
25,39.84
26,39.25
27,45.72
28,19.38
29,33.16
30,33.07
31,43.94
32,55.0
33,11.12
34,24.8
35,10.55
36,30.58
37,37.64
38,18.02
39,40.28
40,32.13
41,15.24
42,42.34
43,43.92
44,23.69
45,7.85
46,26.22
47,31.28
48,28.51
49,31.65
50,26.45
51,11.41
52,53.27
53,19.1
54,16.77
55,39.51
56,57.16
57,40.67
58,33.6
59,12.68
60,43.41
61,17.48
62,27.86
63,41.87
64,25.3
65,48.31
66,46.44
67,8.82
68,27.06
69,35.38
70,36.57
71,34.56
72,13.22
73,23.02
74,18.58
75,27.36
76,32.44
77,20.63
78,54.66
79,12.27
80,13.72
81,28.94
82,39.58
83,40.7
84,19.93
85,16.06
86,38.37
87,48.08
88,20.97
89,53.99
