task,cost
0,46.2
1,10.55
2,18.5
3,33.5
4,11.21
5,31.28
6,36.07
7,56.04
8,28.96
9,42.08
10,46.41
11,22.45
12,23.02
13,12.51
14,25.51
15,50.93
16,22.05
17,39.42
18,15.98
19,21.17
20,30.62
21,33.67
22,22.53
23,42.64
24,15.13
25,34.27
26,8.15
27,16.94
28,20.9
29,36.64
30,19.11
31,44.84
32,29.74
33,21.17
34,11.38
35,36.31
36,19.17
37,9.71
38,28.62
39,37.45
40,41.57
41,41.0
42,42.43
43,15.57
44,16.52
45,45.6
46,44.36
47,19.44
48,42.42
49,40.53
50,33.38
51,58.86
52,29.76
53,26.7
54,13.4
55,19.64
56,18.6
57,31.28
58,16.63
59,41.86
