task,cost
0,20.33
1,8.6
2,21.6
3,30.09
4,39.13
5,31.02
6,37.26
7,25.56
8,38.83
9,30.93
10,14.58
11,56.26
12,33.17
13,34.93
14,51.32
15,25.32
16,43.79
17,36.13
18,40.09
19,7.99
20,42.34
21,19.1
22,43.06
23,28.42
24,26.93
25,27.19
26,52.48
27,17.4
28,47.84
29,26.68
30,19.7
31,14.21
32,13.79
33,37.3
34,38.38
35,20.85
36,35.38
37,30.9
38,11.47
39,28.23
40,9.7
41,50.07
42,40.44
43,12.26
44,15.05
45,19.65
46,37.55
47,49.83
48,22.82
49,37.15
50,27.34
51,24.36
52,20.28
53,52.16
54,18.41
55,27.33
56,20.45
57,42.61
58,31.7
59,23.33
