task,cost
0,48.34
1,32.64
2,16.98
3,56.62
4,40.42
5,41.58
6,10.78
7,43.62
8,30.56
9,13.37
10,14.21
11,46.42
12,37.62
13,17.02
14,20.39
15,27.19
16,31.02
17,29.77
18,42.75
19,30.67
20,34.49
21,45.03
22,44.81
23,29.75
24,13.7
25,53.97
26,26.27
27,12.02
28,30.09
29,42.26
30,30.77
31,24.76
32,30.24
33,16.74
34,31.15
35,55.68
36,35.72
37,24.15
38,41.96
39,30.78
40,29.74
41,48.64
42,50.83
43,25.52
44,23.7
45,48.87
46,45.78
47,19.29
48,50.52
49,24.98
50,43.54
51,24.13
52,12.36
53,40.37
54,52.41
55,29.93
56,14.95
57,14.58
58,24.18
59,43.74
60,44.14
61,19.2
62,44.31
63,15.65
64,28.08
65,23.96
66,32.49
67,30.48
68,8.27
69,22.23
