task,cost
0,11.22
1,52.72
2,38.52
3,31.97
4,43.63
5,18.44
6,34.37
7,45.23
8,19.93
9,60.14
10,44.12
11,36.44
12,30.07
13,26.68
14,33.49
15,16.51
16,45.9
17,10.52
18,9.43
19,13.54
20,27.6
21,44.16
22,43.1
23,12.08
24,18.78
25,44.71
26,13.88
27,16.26
28,24.77
29,52.2
30,16.43
31,48.49
32,19.81
33,29.47
34,36.2
35,42.31
36,15.37
37,12.35
38,41.44
39,29.68
40,25.23
41,11.26
42,30.1
43,21.95
44,16.72
45,50.87
46,39.44
47,35.0
48,55.03
49,36.12
50,46.04
51,41.53
52,48.88
53,22.02
54,29.85
55,32.56
56,46.67
57,10.7
58,43.26
59,49.06
60,8.09
61,25.84
62,24.89
63,18.3
64,25.47
65,38.87
66,56.92
67,40.26
68,23.96
69,27.29
70,35.05
71,38.72
72,44.74
73,17.2
74,20.9
75,34.83
76,33.41
77,40.39
78,44.67
79,18.7
80,11.97
81,8.4
82,11.32
83,32.3
84,29.19
85,12.05
86,29.45
87,11.96
88,42.96
89,31.61
90,24.71
91,25.19
92,30.93
93,25.57
94,11.63
95,39.94
96,9.49
97,40.54
98,44.47
99,22.4
