task,cost
0,25.88
1,31.2
2,34.05
3,29.24
4,41.6
5,47.17
6,15.78
7,45.46
8,31.32
9,10.72
10,26.88
11,15.7
12,37.76
13,17.6
14,47.03
15,48.89
16,50.39
17,11.75
18,29.27
19,38.42
20,50.16
21,44.65
22,32.17
23,42.68
24,39.1
25,48.54
26,39.51
27,27.84
28,23.59
29,26.49
30,29.3
31,12.06
32,36.11
33,34.63
34,18.79
35,13.03
36,26.5
37,21.68
38,33.14
39,11.65
40,44.12
41,33.09
42,36.05
43,38.5
44,38.37
45,47.64
46,35.81
47,26.83
48,14.51
49,14.32
50,44.34
51,41.02
52,13.61
53,40.17
54,23.01
55,15.07
56,40.51
57,42.8
58,21.13
59,20.73
60,24.49
61,27.78
62,40.82
63,29.33
64,31.0
65,16.63
66,13.16
67,22.13
68,12.44
69,29.1
70,42.25
71,34.36
72,20.92
73,48.78
74,13.05
75,16.14
76,42.51
77,24.86
78,37.38
79,31.55
