src,dst,comm
0,12,3
0,23,5
0,14,3
0,21,4
1,25,7
1,37,2
2,24,6
3,9,7
3,32,6
4,25,2
4,38,3
4,35,3
5,25,6
5,15,1
6,22,1
6,16,9
6,8,8
6,10,3
7,29,2
7,13,6
7,37,4
8,28,4
8,13,10
8,32,10
8,26,4
9,19,9
9,33,2
9,22,1
10,22,6
10,32,1
11,25,1
12,21,4
12,14,2
12,35,8
12,17,1
13,34,8
13,14,2
13,21,2
14,23,1
14,33,3
14,34,3
15,18,3
15,23,7
15,34,10
16,20,10
16,30,3
16,24,8
17,34,2
17,37,3
17,32,1
17,27,8
18,35,6
18,31,8
18,21,3
18,26,7
19,26,5
19,32,2
19,36,4
19,23,3
20,34,9
20,22,10
20,23,3
20,37,1
21,24,5
21,34,5
21,26,2
22,28,1
23,30,8
23,29,9
23,28,8
24,38,2
24,31,3
25,35,5
25,39,1
25,29,4
25,26,1
26,29,6
27,35,2
27,34,5
28,33,3
28,34,3
28,31,9
28,38,4
29,34,5
29,35,3
29,37,7
29,38,5
30,33,10
30,32,10
30,31,8
30,39,5
31,38,5
31,34,10
32,35,1
32,36,4
32,33,1
33,35,7
33,34,10
33,38,8
34,39,5
34,36,6
34,38,5
35,37,5
35,38,7
35,36,5
35,39,2
36,38,1
36,37,6
37,39,4
37,38,8
38,39,4
