task,cost
0,45.09
1,36.6
2,38.01
3,34.63
4,17.51
5,42.55
6,41.01
7,34.07
8,22.95
9,24.77
10,28.73
11,17.63
12,26.31
13,17.33
14,38.17
15,21.75
16,28.3
17,25.29
18,24.19
19,30.4
20,12.04
21,10.24
22,12.46
23,45.85
24,21.26
25,14.14
26,40.78
27,43.28
28,56.87
29,28.96
30,50.0
31,59.62
32,53.05
33,36.6
34,52.32
35,30.88
36,47.54
37,38.05
38,27.28
39,31.66
40,53.62
41,33.87
42,36.76
43,15.84
44,31.95
45,55.37
46,15.85
47,23.73
48,46.96
49,19.77
50,60.59
51,36.54
52,24.46
53,10.75
54,26.8
55,20.69
56,40.54
57,41.67
58,14.99
59,41.2
60,22.44
61,36.83
62,8.71
63,12.28
64,40.08
65,41.25
66,38.16
67,15.7
68,13.99
69,46.23
70,24.95
71,20.14
72,36.9
73,52.51
74,44.72
75,20.76
76,7.76
77,18.49
78,34.86
79,40.68
