task,cost
0,13.4
1,30.22
2,24.85
3,37.73
4,30.59
5,12.83
6,32.93
7,18.01
8,33.95
9,12.06
10,39.18
11,40.34
12,37.81
13,49.64
14,46.75
15,22.65
16,13.64
17,27.04
18,35.04
19,48.58
20,21.94
21,16.37
22,45.85
23,27.19
24,39.17
25,20.37
26,9.87
27,26.64
28,50.91
29,49.23
30,7.69
31,33.32
32,8.49
33,21.14
34,19.9
35,28.56
36,12.64
37,24.88
38,17.99
39,16.57
40,24.06
41,46.25
42,22.64
43,17.61
44,44.04
45,25.34
46,14.93
47,21.33
48,26.0
49,25.99
50,37.34
51,28.65
52,8.13
53,37.05
54,19.35
55,16.3
56,38.34
57,33.15
58,9.48
59,25.64
60,21.67
61,44.23
62,47.49
63,32.57
64,14.21
65,14.44
66,41.24
67,18.96
68,46.33
69,7.63
