task,cost
0,17.99
1,37.86
2,9.16
3,18.83
4,41.03
5,12.46
6,22.92
7,41.13
8,53.36
9,9.66
10,35.22
11,26.53
12,15.87
13,35.0
14,17.74
15,14.22
16,12.83
17,36.83
18,26.68
19,20.71
20,37.9
21,47.66
22,13.18
23,12.05
24,14.11
25,37.86
26,46.16
27,12.75
28,41.27
29,11.32
30,36.13
31,53.65
32,41.83
33,36.83
34,47.97
35,36.02
36,11.17
37,36.28
38,30.75
39,27.76
40,37.78
41,26.47
42,11.1
43,16.65
44,22.21
45,34.32
46,21.18
47,19.67
48,21.72
49,15.45
50,15.04
51,24.08
52,17.88
53,13.35
54,16.06
55,29.87
56,30.33
57,16.92
58,34.91
59,11.73
