task,cost
0,25.17
1,17.26
2,47.37
3,20.1
4,50.51
5,9.97
6,53.05
7,27.85
8,34.96
9,28.05
10,26.16
11,32.67
12,27.17
13,18.96
14,32.2
15,25.39
16,41.05
17,10.51
18,21.44
19,43.7
20,29.45
21,51.48
22,21.3
23,32.55
24,48.97
25,25.81
26,39.08
27,37.59
28,12.74
29,37.79
30,40.47
31,42.98
32,44.58
33,12.42
34,19.31
35,25.85
36,40.34
37,9.07
38,15.43
39,50.62
40,42.43
41,13.03
42,10.45
43,43.82
44,19.06
45,28.41
46,17.7
47,26.76
48,27.74
49,42.09
50,26.88
51,49.93
52,41.49
53,35.72
54,17.53
55,17.75
56,30.49
57,40.66
58,33.5
59,22.46
