task,cost
0,19.07
1,13.27
2,41.38
3,32.17
4,56.32
5,37.09
6,23.55
7,48.55
8,16.13
9,18.29
10,27.11
11,39.4
12,38.71
13,22.46
14,22.25
15,25.89
16,15.95
17,36.77
18,16.47
19,18.5
20,27.36
21,17.16
22,27.01
23,26.99
24,39.06
25,17.59
26,27.99
27,46.2
28,24.28
29,39.96
30,37.25
31,45.27
32,24.41
33,33.27
34,14.37
35,15.02
36,22.98
37,45.25
38,23.38
39,27.26
40,44.11
41,30.49
42,21.77
43,46.67
44,48.35
45,13.18
46,11.97
47,26.36
48,16.03
49,44.55
50,29.19
51,55.96
52,54.85
53,41.32
54,24.67
55,44.09
56,9.48
57,23.85
58,33.09
59,36.0
60,60.07
61,50.32
62,33.67
63,11.27
64,31.99
65,41.1
66,27.65
67,24.75
68,28.38
69,45.77
70,22.61
71,12.37
72,49.97
73,16.68
74,24.87
75,43.85
76,19.2
77,31.25
78,48.91
79,59.87
80,62.0
81,31.61
82,40.2
83,37.04
84,47.67
85,12.63
86,47.6
87,24.45
88,32.07
89,37.34
