task,cost
0,38.3
1,48.46
2,29.32
3,32.55
4,30.15
5,15.19
6,17.26
7,38.78
8,26.01
9,8.51
10,35.31
11,16.05
12,15.15
13,16.58
14,51.3
15,38.5
16,56.59
17,40.76
18,21.72
19,16.54
20,16.26
21,24.89
22,31.14
23,13.26
24,48.83
25,36.32
26,30.2
27,18.14
28,19.44
29,54.28
30,29.47
31,43.72
32,33.91
33,34.09
34,26.15
35,33.5
36,30.73
37,36.15
38,12.36
39,17.81
40,44.59
41,50.85
42,16.4
43,28.56
44,27.83
45,49.4
46,29.34
47,23.18
48,22.97
49,28.58
50,39.23
51,10.78
52,13.06
53,38.59
54,39.26
55,16.39
56,27.59
57,43.81
58,24.75
59,33.42
60,52.43
61,30.36
62,37.31
63,32.91
64,19.64
65,34.47
66,29.9
67,43.32
68,22.49
69,46.56
70,22.43
71,38.43
72,30.52
73,43.24
74,10.08
75,36.65
76,19.71
77,28.04
78,38.22
79,11.96
