task,cost
0,41.16
1,40.81
2,11.53
3,21.76
4,49.56
5,54.86
6,11.65
7,52.73
8,49.32
9,24.21
10,20.09
11,10.31
12,19.35
13,28.9
14,43.49
15,22.0
16,27.86
17,30.09
18,33.87
19,38.87
20,50.15
21,34.64
22,52.49
23,37.69
24,32.61
25,25.29
26,48.47
27,34.32
28,24.7
29,38.03
30,48.27
31,40.79
32,56.74
33,60.7
34,14.72
35,47.12
36,21.39
37,35.35
38,53.79
39,11.83
40,17.29
41,26.61
42,26.84
43,17.11
44,36.21
45,35.84
46,28.22
47,14.8
48,32.45
49,53.62
50,20.8
51,52.22
52,39.9
53,25.77
54,49.41
55,41.45
56,30.12
57,31.42
58,44.13
59,34.31
