task,cost
0,35.14
1,35.6
2,25.29
3,15.42
4,26.61
5,34.24
6,51.18
7,36.34
8,13.59
9,26.22
10,22.28
11,22.37
12,12.37
13,19.39
14,24.95
15,21.94
16,28.06
17,22.24
18,57.22
19,10.71
20,39.12
21,31.29
22,32.81
23,25.07
24,41.94
25,52.34
26,33.81
27,40.39
28,14.87
29,16.66
30,44.02
31,19.15
32,28.02
33,50.01
34,33.31
35,20.64
36,21.92
37,33.41
38,23.36
39,16.66
40,25.81
41,28.08
42,27.93
43,19.88
44,24.37
45,32.96
46,10.12
47,41.87
48,35.85
49,47.48
50,46.86
51,47.54
52,8.91
53,38.52
54,37.45
55,49.88
56,9.76
57,26.64
58,12.45
59,22.6
