src,dst,comm
0,15,7
0,8,7
0,2,10
0,30,6
1,15,4
2,35,5
2,53,8
2,23,6
2,14,1
3,26,7
3,40,8
4,15,9
4,38,8
4,52,2
4,18,9
5,37,5
5,15,2
5,38,5
6,22,6
6,39,2
6,34,4
7,47,6
8,32,3
8,10,10
9,32,4
9,17,2
9,46,5
10,30,9
11,52,4
11,41,9
11,42,7
12,45,8
12,20,1
12,38,1
13,48,6
13,56,9
14,34,2
14,56,6
15,52,2
15,17,4
15,59,3
15,26,1
16,26,5
16,43,6
17,23,9
17,55,1
17,49,1
17,48,5
18,32,6
18,24,8
19,34,8
19,58,9
19,20,1
19,50,2
20,31,1
20,57,2
20,52,7
20,29,3
21,27,9
22,57,1
23,57,9
23,51,1
24,45,9
24,42,3
24,47,2
25,47,4
25,42,5
25,56,4
26,41,2
26,39,1
26,44,2
26,46,8
27,32,9
27,46,10
27,41,4
28,49,7
29,50,6
29,44,9
29,46,4
29,41,1
30,49,10
31,34,7
31,56,2
31,35,4
32,46,7
32,36,8
32,44,5
33,48,2
33,59,4
33,57,1
33,43,10
34,46,7
34,47,4
35,52,10
35,57,6
35,43,1
35,47,1
36,42,5
36,54,1
36,44,2
37,45,9
37,40,6
38,56,5
38,39,3
39,43,5
40,44,3
40,41,1
40,52,10
40,53,8
41,42,4
42,45,9
42,57,8
42,46,4
43,55,4
43,56,4
43,50,5
43,51,4
44,46,3
45,52,2
45,46,2
45,50,9
45,57,7
46,52,6
46,55,7
46,48,8
46,57,3
47,56,8
47,51,6
47,58,8
47,54,3
48,59,1
48,50,7
48,52,7
49,54,3
49,59,2
49,56,10
49,53,9
50,55,2
51,54,10
51,59,1
51,57,6
52,58,8
52,59,2
53,57,4
53,56,4
53,55,10
54,56,10
54,59,6
54,57,2
54,58,4
55,59,5
55,57,3
55,56,10
55,58,6
56,57,8
56,58,2
56,59,4
57,59,8
57,58,3
58,59,10
