task,cost
0,52.91
1,27.78
2,23.04
3,52.53
4,18.62
5,21.56
6,14.87
7,18.25
8,23.13
9,41.03
10,50.95
11,34.58
12,19.26
13,33.9
14,26.24
15,12.87
16,31.98
17,18.8
18,36.84
19,14.33
20,16.26
21,23.43
22,38.01
23,36.42
24,41.1
25,24.31
26,12.93
27,24.33
28,42.49
29,17.26
30,14.25
31,37.4
32,7.53
33,59.36
34,30.83
35,18.13
36,24.1
37,23.29
38,21.14
39,37.09
40,35.26
41,32.85
42,43.31
43,13.21
44,30.63
45,28.31
46,25.67
47,41.75
48,45.44
49,14.5
50,15.33
51,16.33
52,13.42
53,35.47
54,11.76
55,37.44
56,34.31
57,33.91
58,27.06
59,31.73
60,17.85
61,34.2
62,32.68
63,54.77
64,19.2
65,36.23
66,43.07
67,39.86
68,22.89
69,35.2
70,35.08
71,38.45
72,17.09
73,9.66
74,29.34
75,10.51
76,26.43
77,15.9
78,12.88
79,23.38
