task,cost
0,47.18
1,30.11
2,35.01
3,43.31
4,33.38
5,38.14
6,43.9
7,35.87
8,12.04
9,40.71
10,9.77
11,48.93
12,26.58
13,19.26
14,38.85
15,57.42
16,15.73
17,17.23
18,35.15
19,51.22
20,9.2
21,24.2
22,15.78
23,13.31
24,37.81
25,33.48
26,35.82
27,34.72
28,14.13
29,38.91
30,16.3
31,13.55
32,50.82
33,20.66
34,33.75
35,29.25
36,21.76
37,19.87
38,23.66
39,34.42
40,9.95
41,40.0
42,16.38
43,26.65
44,20.67
45,44.84
46,13.94
47,21.59
48,40.76
49,16.09
50,58.44
51,41.1
52,47.92
53,23.4
54,36.63
55,30.14
56,52.82
57,12.39
58,47.17
59,27.72
