src,dst,comm
0,63,1
0,68,5
0,81,4
0,18,9
1,75,9
1,17,8
2,72,10
3,38,4
3,79,4
3,85,2
4,54,2
4,13,2
4,68,4
5,33,10
5,24,10
5,39,3
6,79,1
6,72,10
6,60,3
6,53,8
7,14,3
7,63,6
8,49,5
8,53,6
8,22,6
8,88,1
9,14,9
9,67,8
9,13,7
9,88,5
10,11,2
10,15,2
10,50,9
10,36,1
11,66,2
11,31,10
11,89,9
12,56,5
12,26,7
12,77,2
12,88,1
13,58,10
14,88,2
14,16,4
15,85,6
16,88,9
16,34,9
16,47,3
17,58,7
18,49,1
18,53,5
19,76,1
19,84,10
19,74,9
20,36,2
20,64,5
21,87,1
21,49,8
22,71,9
22,25,8
23,68,3
24,31,1
24,29,9
24,42,10
25,77,3
25,70,2
25,71,4
26,64,4
27,43,10
27,47,5
28,29,1
28,37,6
29,40,2
30,36,5
30,49,8
31,78,1
31,40,2
31,85,4
32,46,9
32,82,8
33,43,4
34,72,4
35,59,2
36,80,10
36,87,5
37,55,7
38,75,2
38,69,2
38,52,10
39,83,3
40,57,8
40,67,4
41,63,7
41,49,3
41,74,10
42,48,9
43,73,3
44,87,3
44,48,7
44,73,3
44,53,6
45,46,1
45,80,10
45,84,8
46,51,8
47,86,4
47,88,5
48,84,6
48,72,8
48,53,1
48,51,2
49,80,7
49,62,1
49,70,9
50,59,5
50,65,7
51,89,4
51,80,8
51,79,5
51,70,3
52,73,1
52,62,9
52,80,1
52,70,4
53,63,6
53,73,10
53,84,6
54,59,10
54,75,6
55,81,3
55,85,3
56,57,4
56,62,8
56,60,1
56,75,7
57,84,10
57,78,8
57,83,6
58,60,10
58,70,10
59,66,2
60,69,5
60,61,10
61,67,3
61,86,7
61,66,4
61,65,6
62,78,2
62,65,1
62,80,3
62,72,2
63,65,5
63,74,2
63,80,10
63,75,6
64,69,2
65,89,3
66,80,9
67,86,4
67,75,5
67,68,3
68,71,8
69,89,8
69,73,3
69,70,1
69,80,9
70,73,6
70,80,5
71,76,7
72,80,5
73,86,5
73,77,4
74,82,10
75,76,2
75,86,3
76,84,3
76,80,7
76,82,6
76,81,5
77,87,10
78,84,10
78,87,6
79,83,7
79,81,2
80,84,4
80,85,1
80,88,8
81,84,1
81,89,2
81,87,5
82,87,1
82,89,4
83,86,1
83,84,10
83,85,7
83,89,6
84,87,2
84,86,4
85,86,7
86,88,3
86,89,2
87,88,5
87,89,5
88,89,7
