task,cost
0,16.07
1,54.84
2,45.33
3,55.55
4,17.19
5,22.62
6,45.51
7,56.53
8,23.65
9,22.73
10,25.63
11,18.56
12,15.9
13,43.65
14,29.37
15,35.24
16,8.11
17,35.44
18,30.38
19,17.51
20,31.61
21,18.82
22,35.14
23,42.32
24,11.95
25,16.18
26,54.7
27,40.27
28,28.31
29,34.01
30,40.4
31,46.44
32,11.59
33,16.78
34,34.78
35,31.86
36,24.24
37,9.66
38,26.57
39,22.08
40,38.99
41,32.89
42,29.22
43,31.62
44,28.14
45,34.09
46,9.69
47,42.96
48,22.57
49,55.91
50,10.75
51,28.97
52,49.18
53,11.82
54,13.23
55,32.28
56,19.97
57,43.95
58,19.47
59,30.87
60,21.55
61,28.97
62,18.27
63,57.24
64,29.83
65,52.9
66,23.85
67,23.85
68,12.25
69,34.02
70,48.62
71,24.79
72,35.86
73,46.76
74,25.43
75,61.89
76,16.33
77,30.05
78,19.43
79,36.23
80,50.21
81,52.25
82,22.32
83,14.57
84,11.36
85,57.83
86,26.51
87,33.88
88,23.79
89,19.77
