task,cost
0,16.73
1,29.39
2,52.55
3,33.9
4,54.54
5,13.73
6,36.46
7,13.38
8,23.93
9,28.75
10,24.56
11,28.02
12,45.16
13,28.49
14,52.45
15,26.86
16,33.83
17,11.36
18,32.16
19,28.65
20,18.31
21,43.35
22,33.83
23,46.65
24,11.56
25,15.88
26,24.84
27,48.69
28,30.27
29,17.31
30,32.37
31,42.61
32,18.6
33,21.42
34,29.43
35,36.85
36,12.9
37,45.01
38,14.58
39,35.85
40,58.49
41,9.04
42,44.15
43,17.11
44,17.03
45,11.67
46,58.06
47,35.51
48,14.91
49,22.62
50,17.26
51,18.02
52,24.43
53,34.63
54,41.14
55,38.3
56,21.42
57,39.32
58,31.66
59,11.61
60,36.87
61,31.8
62,29.93
63,22.43
64,14.18
65,22.76
66,26.66
67,49.75
68,33.77
69,33.93
70,20.11
71,37.77
72,46.37
73,44.78
74,14.0
75,23.92
76,54.31
77,17.34
78,32.67
79,28.21
80,25.4
81,51.95
82,38.05
83,42.2
84,24.61
85,38.33
86,41.91
87,47.1
88,52.0
89,56.62
90,35.4
91,12.92
92,9.59
93,12.35
94,38.34
95,14.96
96,37.29
97,11.39
98,10.29
99,8.86
