task,cost
0,32.84
1,52.67
2,22.08
3,9.93
4,33.5
5,16.42
6,15.9
7,46.33
8,41.05
9,29.46
10,12.54
11,38.69
12,19.88
13,23.01
14,29.55
15,19.3
16,9.72
17,25.66
18,22.89
19,41.32
20,16.72
21,11.94
22,32.1
23,39.4
24,30.23
25,34.13
26,37.27
27,20.54
28,9.95
29,19.47
30,37.52
31,19.02
32,31.69
33,9.01
34,31.21
35,9.28
36,43.19
37,49.3
38,45.02
39,30.94
40,15.19
41,30.44
42,23.0
43,43.44
44,7.81
45,12.48
46,44.02
47,25.78
48,28.46
49,35.14
50,27.85
51,18.63
52,48.13
53,25.86
54,26.41
55,41.63
56,11.08
57,20.38
58,26.57
59,46.18
