task,cost
0,11.65
1,38.02
2,16.86
3,27.67
4,27.44
5,33.65
6,15.64
7,13.99
8,14.77
9,11.24
10,33.03
11,57.29
12,40.18
13,34.69
14,45.14
15,33.96
16,15.52
17,34.63
18,42.13
19,35.77
20,16.69
21,32.78
22,38.28
23,56.94
24,25.94
25,18.93
26,13.16
27,33.47
28,33.07
29,38.09
30,37.45
31,40.74
32,32.23
33,59.36
34,48.96
35,35.36
36,8.22
37,33.15
38,35.11
39,19.15
40,34.13
41,34.55
42,9.17
43,47.91
44,34.79
45,29.22
46,13.76
47,43.44
48,38.3
49,28.57
50,31.8
51,28.52
52,34.7
53,26.8
54,24.48
55,26.07
56,34.69
57,57.25
58,28.48
59,17.52
60,44.21
61,13.48
62,31.01
63,22.07
64,9.98
65,43.78
66,40.83
67,18.41
68,39.96
69,19.39
70,23.94
71,42.2
72,38.08
73,38.13
74,10.74
75,11.45
76,51.4
77,48.18
78,17.31
79,24.5
