task,cost
0,36.39
1,39.68
2,12.7
3,29.86
4,36.93
5,31.85
6,13.85
7,20.54
8,30.9
9,32.89
10,42.8
11,42.47
12,19.45
13,37.33
14,46.94
15,52.25
16,12.39
17,12.86
18,27.76
19,12.11
20,14.57
21,33.75
22,32.01
23,27.48
24,61.2
25,34.86
26,50.16
27,52.91
28,22.59
29,13.7
30,35.64
31,28.15
32,28.34
33,48.11
34,47.11
35,44.08
36,40.23
37,37.58
38,15.02
39,38.32
40,47.17
41,12.85
42,43.62
43,26.56
44,26.18
45,47.94
46,51.08
47,53.11
48,46.44
49,34.7
50,29.74
51,30.52
52,29.61
53,19.6
54,14.2
55,40.94
56,24.6
57,12.29
58,21.18
59,46.3
60,29.98
61,11.88
62,37.06
63,16.88
64,17.67
65,18.66
66,38.78
67,34.4
68,15.11
69,29.22
70,31.7
71,37.55
72,24.48
73,30.11
74,23.66
75,26.92
76,34.97
77,32.42
78,21.06
79,17.98
80,40.0
81,21.09
82,28.04
83,16.15
84,15.96
85,20.61
86,16.06
87,44.04
88,16.83
89,10.82
90,16.82
91,13.63
92,14.16
93,18.53
94,34.17
95,25.12
96,53.2
97,23.6
98,53.92
99,13.61
