task,cost
0,43.7
1,36.5
2,41.35
3,36.64
4,13.36
5,41.16
6,15.09
7,22.71
8,11.17
9,46.24
10,34.5
11,29.52
12,35.74
13,17.71
14,16.49
15,47.82
16,42.74
17,40.38
18,28.21
19,37.94
20,26.64
21,23.39
22,39.07
23,13.67
24,29.33
25,28.22
26,43.03
27,38.97
28,24.84
29,20.9
30,29.49
31,41.38
32,47.42
33,42.26
34,48.67
35,34.1
36,17.8
37,46.07
38,32.66
39,13.58
40,23.69
41,24.95
42,21.44
43,59.69
44,23.86
45,40.29
46,41.21
47,30.07
48,47.23
49,24.15
50,39.72
51,59.15
52,36.81
53,17.61
54,30.54
55,21.07
56,22.72
57,25.19
58,43.42
59,49.06
60,13.69
61,24.4
62,17.95
63,14.59
64,11.26
65,41.19
66,47.18
67,8.83
68,29.39
69,18.31
70,9.42
71,28.3
72,30.53
73,25.85
74,35.33
75,45.91
76,32.72
77,34.31
78,43.45
79,20.13
80,15.6
81,10.02
82,18.68
83,25.64
84,20.95
85,30.84
86,24.12
87,23.39
88,11.91
89,44.71
