task,cost
0,14.18
1,11.4
2,8.95
3,37.75
4,40.38
5,10.85
6,14.96
7,8.0
8,45.75
9,51.39
10,41.27
11,18.13
12,38.86
13,55.49
14,8.51
15,37.28
16,8.17
17,29.02
18,35.3
19,12.9
20,16.8
21,10.0
22,28.3
23,38.37
24,36.1
25,10.98
26,11.27
27,49.96
28,24.79
29,11.8
30,24.39
31,11.57
32,46.66
33,28.37
34,31.61
35,36.25
36,30.27
37,41.24
38,28.91
39,44.55
40,19.67
41,40.13
42,16.92
43,33.67
44,39.19
45,31.16
46,33.29
47,15.25
48,58.86
49,39.52
50,23.42
51,21.89
52,33.27
53,41.67
54,29.87
55,27.82
56,30.08
57,16.95
58,28.22
59,40.77
60,29.97
61,23.0
62,16.27
63,35.55
64,8.21
65,16.59
66,51.95
67,51.46
68,15.96
69,21.09
70,21.88
71,28.37
72,18.04
73,37.01
74,39.76
75,24.8
76,28.98
77,17.09
78,39.53
79,17.82
