task,cost
0,20.67
1,39.98
2,30.16
3,13.63
4,48.04
5,11.83
6,30.99
7,17.49
8,26.13
9,33.12
10,42.34
11,34.28
12,13.78
13,39.35
14,27.25
15,35.14
16,35.99
17,32.21
18,26.68
19,22.52
20,28.36
21,33.73
22,25.42
23,40.51
24,28.76
25,22.03
26,10.28
27,59.06
28,16.32
29,42.41
30,45.31
31,10.64
32,32.51
33,12.49
34,31.5
35,43.34
36,34.77
37,14.49
38,43.77
39,19.94
40,11.77
41,30.67
42,24.37
43,31.06
44,29.56
45,29.72
46,41.63
47,37.24
48,22.44
49,49.81
50,35.9
51,10.93
52,8.84
53,15.96
54,17.37
55,33.08
56,17.74
57,32.06
58,34.67
59,44.86
