task,cost
0,12.75
1,51.15
2,30.32
3,19.16
4,27.39
5,23.61
6,39.05
7,30.83
8,36.21
9,23.31
10,37.91
11,62.32
12,37.42
13,51.92
14,49.22
15,50.63
16,43.86
17,56.89
18,49.77
19,28.8
20,27.14
21,23.64
22,23.55
23,35.42
24,34.49
25,25.97
26,32.17
27,25.41
28,11.81
29,38.8
30,15.74
31,24.24
32,11.2
33,10.14
34,16.73
35,41.46
36,37.99
37,38.66
38,24.41
39,35.51
40,39.14
41,28.61
42,24.31
43,11.12
44,20.16
45,19.45
46,36.87
47,36.3
48,44.97
49,34.61
50,22.02
51,46.63
52,40.07
53,31.0
54,47.77
55,58.44
56,49.35
57,42.35
58,14.57
59,11.63
60,24.34
61,45.31
62,33.51
63,46.64
64,42.73
65,12.42
66,41.4
67,27.45
68,41.66
69,20.19
70,56.73
71,40.04
72,46.58
73,20.31
74,38.3
75,16.41
76,22.52
77,25.53
78,44.63
79,31.66
80,33.08
81,17.68
82,34.18
83,31.18
84,21.63
85,18.88
86,45.84
87,35.04
88,54.55
89,48.06
