task,cost
0,49.26
1,24.57
2,58.65
3,15.94
4,18.03
5,25.55
6,44.73
7,14.1
8,37.75
9,17.26
10,28.69
11,23.24
12,22.63
13,15.49
14,48.07
15,30.29
16,27.13
17,14.19
18,48.87
19,12.21
20,26.91
21,23.6
22,12.1
23,42.44
24,32.31
25,15.35
26,48.84
27,16.16
28,40.77
29,31.74
30,32.71
31,12.73
32,21.71
33,28.47
34,47.43
35,25.01
36,29.57
37,29.34
38,43.47
39,14.19
40,36.54
41,39.24
42,31.28
43,40.44
44,35.67
45,11.59
46,15.95
47,21.03
48,36.69
49,57.39
50,17.13
51,24.68
52,37.87
53,34.31
54,21.67
55,32.92
56,14.65
57,23.49
58,13.34
59,43.58
60,45.67
61,28.04
62,44.62
63,10.42
64,16.81
65,50.55
66,12.87
67,32.67
68,40.43
69,59.09
