src,dst,comm
0,10,9
0,77,2
0,18,10
0,49,9
1,46,3
1,28,9
1,23,10
2,49,5
2,47,7
3,70,8
4,54,9
4,25,10
4,52,1
4,66,10
5,75,6
5,78,4
6,23,10
6,87,6
7,81,8
7,20,4
7,24,2
8,68,9
8,92,8
8,19,5
9,91,3
9,23,3
9,80,1
10,33,7
10,88,7
10,82,10
10,77,3
11,63,8
11,43,9
12,98,2
12,36,9
13,24,7
13,27,7
13,41,9
14,78,2
14,21,9
15,74,7
15,96,7
15,18,7
15,40,1
16,51,10
16,87,10
16,29,9
17,78,8
17,31,10
18,55,8
18,38,9
19,77,4
20,82,7
20,87,4
20,78,2
21,66,3
21,55,4
21,70,5
22,46,10
23,32,10
23,25,5
23,35,8
23,89,6
24,79,5
24,53,7
25,99,7
25,79,9
26,42,9
26,70,8
27,35,9
27,67,5
27,72,8
27,36,1
28,82,10
28,40,6
28,29,9
29,90,4
30,72,3
30,99,8
31,74,7
31,42,5
32,40,8
33,93,1
33,79,1
34,54,1
35,58,4
35,53,8
35,73,5
35,40,10
36,44,7
36,53,7
36,41,4
37,63,9
37,92,2
37,51,5
37,58,7
38,68,10
38,82,2
38,56,2
39,74,9
39,64,5
39,46,9
39,88,2
40,48,2
41,86,1
42,70,6
42,52,10
42,80,1
42,62,3
43,85,6
43,78,2
44,48,7
45,79,1
45,86,1
46,47,6
46,79,5
46,48,3
47,68,2
48,71,4
48,50,8
48,72,2
48,80,3
49,96,7
49,50,7
50,70,5
50,57,4
50,90,5
51,58,1
51,66,4
52,55,6
52,98,1
53,92,4
53,87,6
54,60,10
54,61,1
55,59,4
56,77,4
57,74,7
57,89,4
57,76,3
57,72,3
58,69,4
59,72,10
59,76,5
59,99,4
59,61,1
60,99,10
61,70,9
62,76,2
63,83,5
64,91,10
64,96,2
64,99,1
65,83,9
66,74,9
66,79,10
67,86,2
67,85,9
67,88,9
67,94,9
68,76,3
68,82,4
68,70,10
68,98,5
69,98,4
69,95,7
70,75,9
71,97,7
71,78,4
71,98,3
72,87,7
73,84,2
74,85,6
74,90,6
75,79,9
75,81,10
75,83,6
76,94,10
76,98,2
76,80,9
77,87,9
77,82,2
77,96,2
78,98,9
79,92,2
79,81,2
79,91,4
80,83,3
80,89,4
80,94,3
80,95,3
81,85,9
81,98,10
81,83,9
82,93,9
82,83,4
83,87,10
83,97,4
84,97,5
85,90,7
86,92,7
86,95,6
87,88,5
88,97,9
88,96,8
88,89,10
89,91,3
89,92,1
89,90,10
90,92,5
90,96,1
91,93,8
91,92,2
91,99,6
92,98,1
93,98,1
93,94,5
93,96,3
94,95,8
94,96,6
94,99,2
94,98,6
95,99,3
96,98,2
96,99,4
96,97,8
97,98,3
97,99,6
98,99,4
