task,cost
0,23.77
1,19.39
2,19.05
3,34.38
4,14.73
5,36.2
6,17.76
7,41.74
8,46.57
9,35.11
10,39.93
11,19.22
12,59.18
13,33.88
14,12.99
15,14.02
16,27.76
17,32.27
18,13.61
19,27.69
20,11.51
21,42.96
22,48.99
23,11.06
24,37.72
25,52.29
26,8.65
27,27.32
28,52.41
29,29.45
30,41.14
31,28.43
32,19.56
33,17.74
34,34.62
35,10.25
36,29.68
37,10.58
38,34.05
39,35.2
40,28.88
41,26.68
42,37.22
43,29.33
44,22.94
45,20.91
46,19.54
47,24.34
48,12.15
49,10.4
50,7.74
51,36.08
52,25.4
53,29.73
54,32.73
55,12.83
56,18.51
57,39.74
58,33.56
59,31.84
60,36.15
61,29.37
62,29.63
63,35.0
64,27.48
65,14.5
66,55.11
67,52.46
68,29.23
69,18.01
