src,dst,comm
0,18,10
0,3,5
0,17,2
0,9,2
1,58,8
1,68,8
1,40,1
2,32,3
2,59,2
2,46,7
2,27,1
3,31,10
3,38,5
3,4,5
4,31,7
4,39,5
4,68,1
4,23,7
5,52,3
5,65,1
5,58,4
6,15,4
6,44,4
7,41,8
7,62,3
7,17,8
7,14,5
8,20,2
8,47,6
9,16,9
9,64,7
9,54,6
10,11,9
10,24,8
11,67,4
11,66,2
12,67,10
12,19,2
12,40,1
13,31,5
13,21,7
14,19,5
14,53,2
14,35,3
14,38,4
15,30,4
15,22,2
16,19,7
17,19,4
18,46,8
18,31,2
18,59,7
18,24,5
19,61,4
19,49,2
19,69,6
19,51,4
20,24,3
20,58,10
20,37,6
21,44,7
21,60,8
21,58,8
22,45,5
22,30,8
22,67,8
23,63,6
23,59,1
23,45,2
23,28,3
24,69,3
24,37,2
25,41,4
25,47,9
25,60,10
25,56,10
26,28,9
26,45,5
26,39,1
27,67,3
28,56,10
28,48,5
28,64,3
29,44,9
29,58,2
29,51,3
29,48,10
30,61,10
30,32,2
30,46,9
31,38,8
31,66,4
32,36,2
32,41,8
33,63,1
33,44,7
34,53,4
34,47,2
34,63,2
34,67,8
35,66,2
35,37,7
35,55,3
36,53,2
36,57,10
36,41,6
37,49,10
38,62,2
39,67,2
39,54,3
40,44,8
40,54,3
40,63,2
40,43,3
41,58,5
41,69,1
41,55,6
41,54,5
42,67,3
42,65,9
42,54,5
43,52,10
44,68,6
44,67,6
44,55,3
45,64,9
45,65,10
46,57,5
46,49,5
46,67,10
47,51,8
47,64,8
48,57,10
48,68,8
49,59,6
49,61,3
49,50,10
50,59,1
50,60,2
50,56,9
50,68,7
51,69,4
51,67,3
51,55,10
52,57,2
52,62,9
53,63,7
53,59,3
53,62,10
54,55,8
54,56,10
54,63,8
54,67,3
55,57,5
56,57,10
56,62,2
57,67,7
58,60,10
58,62,1
58,65,6
59,65,1
59,61,7
60,61,5
61,65,8
61,64,2
61,62,8
62,69,6
62,67,8
62,63,10
62,66,6
63,68,4
63,64,2
64,66,1
64,65,7
64,67,6
64,69,6
65,67,10
66,68,3
66,67,7
66,69,5
67,68,7
67,69,3
68,69,9
