src,dst,comm
0,42,3
1,36,3
1,49,10
1,24,8
1,21,8
2,11,8
2,40,8
3,14,8
3,38,7
3,57,1
3,44,7
4,58,5
4,40,10
5,27,6
5,51,5
6,57,1
6,46,8
6,32,1
7,30,6
7,27,6
7,50,5
7,40,2
8,44,6
9,19,1
9,35,10
9,23,9
9,15,9
10,35,4
10,42,2
10,18,4
10,19,2
11,48,8
12,54,9
13,19,7
13,25,3
13,45,9
13,55,8
14,18,4
14,56,1
15,20,7
15,23,1
15,35,1
15,53,2
16,53,7
17,47,1
17,37,3
17,24,7
17,48,8
18,59,3
18,21,8
18,30,9
19,57,7
19,50,8
20,48,6
21,49,6
21,41,6
22,42,4
22,25,3
22,37,5
23,47,2
23,29,4
24,33,7
25,54,5
25,46,8
25,59,9
25,40,3
26,29,1
27,52,5
27,46,3
27,56,2
27,59,1
28,38,8
28,54,1
28,53,9
29,43,5
30,41,5
30,46,3
30,37,7
31,52,5
32,35,1
32,53,9
33,45,10
33,40,9
33,48,10
33,59,9
34,48,6
34,59,10
35,53,9
35,56,1
35,50,1
36,54,1
36,49,7
36,45,4
36,42,2
37,52,5
37,59,10
38,49,4
39,47,4
39,59,3
39,55,7
40,51,8
40,53,7
41,46,3
42,50,5
42,56,6
42,53,9
42,46,5
43,53,1
43,44,3
44,53,7
44,52,1
44,51,7
44,56,3
45,52,8
45,51,10
45,46,8
46,59,5
46,48,7
46,52,7
47,53,7
47,59,6
48,56,4
48,50,2
49,52,3
49,57,2
50,51,1
51,52,7
52,59,6
52,55,2
52,53,7
53,57,9
54,57,3
55,59,10
55,58,4
56,57,1
57,59,10
57,58,7
58,59,6
