task,cost
0,30.95
1,56.69
2,18.46
3,48.12
4,21.31
5,38.88
6,13.17
7,21.56
8,16.84
9,44.98
10,31.85
11,34.5
12,37.92
13,47.08
14,21.22
15,13.49
16,26.36
17,29.88
18,30.15
19,31.09
20,47.57
21,9.01
22,17.45
23,34.05
24,51.66
25,13.79
26,34.77
27,9.78
28,13.38
29,38.83
30,56.77
31,32.7
32,18.38
33,38.33
34,48.91
35,37.9
36,9.38
37,14.9
38,17.68
39,21.41
40,38.43
41,44.3
42,49.32
43,59.82
44,42.12
45,46.61
46,25.02
47,23.02
48,31.25
49,31.17
50,22.2
51,15.04
52,36.09
53,36.57
54,25.44
55,39.82
56,18.37
57,14.5
58,20.44
59,31.58
60,13.78
61,16.94
62,44.09
63,50.89
64,22.71
65,37.34
66,23.46
67,33.25
68,37.43
69,16.4
70,27.92
71,41.78
72,13.11
73,35.86
74,44.15
75,50.28
76,24.8
77,28.14
78,34.1
79,56.08
