task,cost
0,13.89
1,36.34
2,26.8
3,20.19
4,56.19
5,9.28
6,14.06
7,16.14
8,46.3
9,33.43
10,26.77
11,15.11
12,15.76
13,52.5
14,16.04
15,31.78
16,28.38
17,23.46
18,37.31
19,31.48
20,30.25
21,25.54
22,39.26
23,25.74
24,27.32
25,48.28
26,15.74
27,10.33
28,23.28
29,31.49
30,11.67
31,30.32
32,40.42
33,11.38
34,11.29
35,37.41
36,38.43
37,40.3
38,18.42
39,40.98
40,46.8
41,33.18
42,28.22
43,46.99
44,59.62
45,19.8
46,19.1
47,15.43
48,32.42
49,34.25
50,12.19
51,22.91
52,40.49
53,27.07
54,38.82
55,21.16
56,41.63
57,21.44
58,37.73
59,52.78
60,37.35
61,39.6
62,41.86
63,28.86
64,25.24
65,45.02
66,38.89
67,35.61
68,29.29
69,40.88
