task,cost
0,31.21
1,28.05
2,17.22
3,29.99
4,38.66
5,59.12
6,33.81
7,47.93
8,28.68
9,33.16
10,39.72
11,43.19
12,11.33
13,24.56
14,10.85
15,14.33
16,21.57
17,29.23
18,43.42
19,18.08
20,17.03
21,46.33
22,29.09
23,33.48
24,25.86
25,47.56
26,51.07
27,18.2
28,23.71
29,10.64
30,17.87
31,32.5
32,13.67
33,36.83
34,24.39
35,43.9
36,36.73
37,47.76
38,51.46
39,46.05
40,18.2
41,15.34
42,40.83
43,52.29
44,22.2
45,12.26
46,59.06
47,34.23
48,24.55
49,18.04
50,27.86
51,33.27
52,8.67
53,19.28
54,19.04
55,27.94
56,44.72
57,26.84
58,54.1
59,19.56
60,41.07
61,37.51
62,40.03
63,26.43
64,20.57
65,24.85
66,35.5
67,46.2
68,34.54
69,31.89
70,24.82
71,42.17
72,13.48
73,10.13
74,40.64
75,43.75
76,16.54
77,28.46
78,28.06
79,35.0
80,61.08
81,41.29
82,21.06
83,23.73
84,43.6
85,33.59
86,29.93
87,37.39
88,33.79
89,20.62
90,19.76
91,18.74
92,11.83
93,33.67
94,11.18
95,47.68
96,13.15
97,41.35
98,56.86
99,43.04
