task,cost
0,51.27
1,15.45
2,46.35
3,12.18
4,44.97
5,46.9
6,30.8
7,26.16
8,32.43
9,30.76
10,31.35
11,22.26
12,11.91
13,24.27
14,51.41
15,28.74
16,25.17
17,17.0
18,26.76
19,47.3
20,43.74
21,24.55
22,45.2
23,33.78
24,27.78
25,12.37
26,17.26
27,22.14
28,20.38
29,15.11
30,11.84
31,32.05
32,31.37
33,31.13
34,25.74
35,17.67
36,50.29
37,39.8
38,51.38
39,18.51
40,14.51
41,28.9
42,8.46
43,8.81
44,57.06
45,15.07
46,31.06
47,40.78
48,18.04
49,35.74
50,9.91
51,23.62
52,15.03
53,24.53
54,37.05
55,14.71
56,17.16
57,59.0
58,45.26
59,41.01
60,16.77
61,27.62
62,44.31
63,18.71
64,14.09
65,45.24
66,39.51
67,54.17
68,31.55
69,18.33
70,49.66
71,13.28
72,24.69
73,10.88
74,29.58
75,19.29
76,41.95
77,26.26
78,48.86
79,38.71
80,38.61
81,28.87
82,21.12
83,54.79
84,57.13
85,36.46
86,39.53
87,33.07
88,55.99
89,39.8
