task,cost
0,31.68
1,17.72
2,55.57
3,21.11
4,24.39
5,21.28
6,38.12
7,25.67
8,30.05
9,29.58
10,19.56
11,27.24
12,10.68
13,11.42
14,32.44
15,18.76
16,17.77
17,28.71
18,25.55
19,42.02
20,32.05
21,19.55
22,16.56
23,28.29
24,47.2
25,25.91
26,9.37
27,33.38
28,44.16
29,16.57
30,35.69
31,18.56
32,28.74
33,39.02
34,42.84
35,37.88
36,35.17
37,28.53
38,53.46
39,16.81
40,15.62
41,37.57
42,33.62
43,41.84
44,28.85
45,27.73
46,19.0
47,38.32
48,43.62
49,32.31
50,27.23
51,38.01
52,22.32
53,13.93
54,15.93
55,10.04
56,19.81
57,15.77
58,14.39
59,28.6
60,39.15
61,26.85
62,14.46
63,23.05
64,48.23
65,18.0
66,29.33
67,8.44
68,38.97
69,35.0
70,12.81
71,48.56
72,36.93
73,58.87
74,18.1
75,11.64
76,37.31
77,30.75
78,16.74
79,28.43
