task,cost
0,25.58
1,18.56
2,32.18
3,14.93
4,44.84
5,28.49
6,48.06
7,38.43
8,11.72
9,21.95
10,17.93
11,53.12
12,12.56
13,28.56
14,26.28
15,16.57
16,25.32
17,22.99
18,35.76
19,11.58
20,18.55
21,10.23
22,25.54
23,43.29
24,18.05
25,45.64
26,18.03
27,38.77
28,12.2
29,28.87
30,41.14
31,14.24
32,31.25
33,40.49
34,22.31
35,14.68
36,18.03
37,38.32
38,26.17
39,43.17
40,30.86
41,17.21
42,29.47
43,8.96
44,28.17
45,21.21
46,38.4
47,29.97
48,48.12
49,17.97
50,14.24
51,30.8
52,38.84
53,18.53
54,31.63
55,36.82
56,12.58
57,51.95
58,22.31
59,32.15
60,18.82
61,30.99
62,46.1
63,29.16
64,30.11
65,25.23
66,22.88
67,13.11
68,10.25
69,37.69
70,13.59
71,25.16
72,38.08
73,12.07
74,57.25
75,29.08
76,42.01
77,29.56
78,9.56
79,51.54
