task,cost
0,37.69
1,15.46
2,33.19
3,12.57
4,32.06
5,23.27
6,12.94
7,24.93
8,28.99
9,16.62
10,31.1
11,37.72
12,36.34
13,8.64
14,39.62
15,20.09
16,42.37
17,12.32
18,42.65
19,30.09
20,13.65
21,16.92
22,32.53
23,43.65
24,31.66
25,11.31
26,34.17
27,39.97
28,42.71
29,34.66
30,46.57
31,13.15
32,34.4
33,44.0
34,24.99
35,44.83
36,29.36
37,45.05
38,17.36
39,36.36
40,16.88
41,40.98
42,29.05
43,8.97
44,28.63
45,15.25
46,22.11
47,30.92
48,43.34
49,25.87
50,25.13
51,18.0
52,21.78
53,46.13
54,38.41
55,32.32
56,16.45
57,31.92
58,12.87
59,13.62
