task,cost
0,14.11
1,48.71
2,24.92
3,43.4
4,53.67
5,43.21
6,29.9
7,11.98
8,33.75
9,24.01
10,32.27
11,37.81
12,37.33
13,35.84
14,39.77
15,20.25
16,37.79
17,9.89
18,21.88
19,38.13
20,36.29
21,27.06
22,20.4
23,24.62
24,25.34
25,21.47
26,44.46
27,35.2
28,15.71
29,45.46
30,16.64
31,50.06
32,17.22
33,39.2
34,18.67
35,24.46
36,30.18
37,32.16
38,43.06
39,26.9
40,23.9
41,34.43
42,35.61
43,43.49
44,26.29
45,34.25
46,34.37
47,43.22
48,52.35
49,45.81
50,30.29
51,33.26
52,25.33
53,17.03
54,14.88
55,41.18
56,29.61
57,21.76
58,40.76
59,38.36
60,47.73
61,16.86
62,28.35
63,24.48
64,46.8
65,33.87
66,24.66
67,23.4
68,10.06
69,55.74
70,8.28
71,34.21
72,41.88
73,14.44
74,33.13
75,37.19
76,19.42
77,39.68
78,38.66
79,24.6
80,20.45
81,20.02
82,29.78
83,12.1
84,31.45
85,23.27
86,43.21
87,27.63
88,41.4
89,33.87
90,14.8
91,30.16
92,31.63
93,15.37
94,39.31
95,22.82
96,18.0
97,11.96
98,44.51
99,49.05
