task,cost
0,27.61
1,27.44
2,21.45
3,33.94
4,39.08
5,35.58
6,14.43
7,32.69
8,37.49
9,25.19
10,25.24
11,38.55
12,13.0
13,13.81
14,8.58
15,20.97
16,37.37
17,18.78
18,23.14
19,19.82
20,48.73
21,42.27
22,9.77
23,10.84
24,32.71
25,20.86
26,38.57
27,24.0
28,50.89
29,28.66
30,26.09
31,29.75
32,34.8
33,29.46
34,23.64
35,25.12
36,16.89
37,27.41
38,37.33
39,47.77
40,12.42
41,43.41
42,35.52
43,26.9
44,22.74
45,30.33
46,42.2
47,43.74
48,15.31
49,19.31
50,28.81
51,14.58
52,11.83
53,41.34
54,18.73
55,30.7
56,15.53
57,41.26
58,42.98
59,40.64
