task,cost
0,19.23
1,29.69
2,33.61
3,40.56
4,26.86
5,28.34
6,48.09
7,11.31
8,12.08
9,52.35
10,38.7
11,29.53
12,28.3
13,24.97
14,51.39
15,11.57
16,32.18
17,38.09
18,16.51
19,45.9
20,19.96
21,28.63
22,14.24
23,56.26
24,42.47
25,10.34
26,13.62
27,27.79
28,42.3
29,30.06
30,25.23
31,43.26
32,15.59
33,20.89
34,57.45
35,26.9
36,34.44
37,17.7
38,32.89
39,11.82
40,19.95
41,15.3
42,32.95
43,10.9
44,48.47
45,31.24
46,22.87
47,36.89
48,20.63
49,11.03
50,26.24
51,44.14
52,37.1
53,13.65
54,10.21
55,35.99
56,49.9
57,41.42
58,36.22
59,25.98
60,26.67
61,42.47
62,38.31
63,27.93
64,25.32
65,21.8
66,44.78
67,33.06
68,35.71
69,34.15
