task,cost
0,14.25
1,35.12
2,50.32
3,41.84
4,29.4
5,55.82
6,11.07
7,37.65
8,54.74
9,43.08
10,32.03
11,32.66
12,56.15
13,54.81
14,24.76
15,12.45
16,24.52
17,36.98
18,12.29
19,25.78
20,13.48
21,20.01
22,12.62
23,21.47
24,32.7
25,48.38
26,27.14
27,45.2
28,26.42
29,11.46
30,20.82
31,15.94
32,14.81
33,15.42
34,20.04
35,55.76
36,26.36
37,23.59
38,25.39
39,41.51
40,52.94
41,27.85
42,41.98
43,10.24
44,45.69
45,35.34
46,12.15
47,51.08
48,53.86
49,21.3
50,50.53
51,36.15
52,32.4
53,40.64
54,17.6
55,16.14
56,51.38
57,27.49
58,31.86
59,27.02
60,24.84
61,29.72
62,19.23
63,38.11
64,14.38
65,42.51
66,41.02
67,38.94
68,18.05
69,57.99
70,42.15
71,38.84
72,45.21
73,41.8
74,12.71
75,32.73
76,41.81
77,19.4
78,32.68
79,16.85
