task,cost
0,51.5
1,35.68
2,12.28
3,22.57
4,36.08
5,11.28
6,29.95
7,30.21
8,37.64
9,57.24
10,38.78
11,39.39
12,10.86
13,40.13
14,42.97
15,25.9
16,33.03
17,33.16
18,55.48
19,19.05
20,10.93
21,28.79
22,20.03
23,29.75
24,17.69
25,32.74
26,27.85
27,49.47
28,48.08
29,10.14
30,41.06
31,32.18
32,14.57
33,24.05
34,33.27
35,35.03
36,27.0
37,27.45
38,42.9
39,33.69
40,60.25
41,47.9
42,20.43
43,14.9
44,50.62
45,23.7
46,28.61
47,38.36
48,11.34
49,21.11
50,37.23
51,22.14
52,36.02
53,23.46
54,21.12
55,11.59
56,45.12
57,33.06
58,20.83
59,24.95
60,19.46
61,41.08
62,33.91
63,17.45
64,21.96
65,9.44
66,34.0
67,27.83
68,14.59
69,13.88
