task,cost
0,28.04
1,14.79
2,29.25
3,18.16
4,19.62
5,16.35
6,18.21
7,54.55
8,35.63
9,24.57
10,14.64
11,12.5
12,12.36
13,44.21
14,14.6
15,11.51
16,19.28
17,48.31
18,11.38
19,47.45
20,34.64
21,16.71
22,17.23
23,15.76
24,8.08
25,16.3
26,10.55
27,56.76
28,47.67
29,38.2
30,49.51
31,21.89
32,45.1
33,32.66
34,51.39
35,40.75
36,22.97
37,41.91
38,35.29
39,20.69
40,25.11
41,18.07
42,31.26
43,25.19
44,14.88
45,42.16
46,7.85
47,36.46
48,23.95
49,22.35
50,21.83
51,26.6
52,23.45
53,39.87
54,45.6
55,40.29
56,16.93
57,19.49
58,45.27
59,38.05
