task,cost
0,34.96
1,39.19
2,47.36
3,13.01
4,51.54
5,24.11
6,37.01
7,47.6
8,28.07
9,15.75
10,29.15
11,28.52
12,10.57
13,51.72
14,10.26
15,48.49
16,22.27
17,16.93
18,24.58
19,28.42
20,31.58
21,19.09
22,29.71
23,18.67
24,18.11
25,33.98
26,15.84
27,41.74
28,29.35
29,26.6
30,50.26
31,13.69
32,23.84
33,13.87
34,23.3
35,18.1
36,38.78
37,21.79
38,47.7
39,19.89
40,30.21
41,17.09
42,16.31
43,40.34
44,35.34
45,20.9
46,48.74
47,54.39
48,36.11
49,45.43
50,54.8
51,32.18
52,13.81
53,20.78
54,52.82
55,46.02
56,26.72
57,30.1
58,43.96
59,15.41
60,19.71
61,19.99
62,42.83
63,27.32
64,42.4
65,33.87
66,32.3
67,45.31
68,51.91
69,54.49
70,16.01
71,16.89
72,47.79
73,28.89
74,10.76
75,36.32
76,28.71
77,16.98
78,24.66
79,47.64
80,35.82
81,48.71
82,14.29
83,42.23
84,48.21
85,14.25
86,28.41
87,32.62
88,29.68
89,28.57
90,38.81
91,34.98
92,20.91
93,49.55
94,30.64
95,22.04
96,27.51
97,30.86
98,40.97
99,38.54
