src,dst,comm
0,13,3
0,5,10
0,1,10
1,69,3
1,63,7
1,9,7
1,61,4
2,21,2
2,25,7
3,45,5
3,41,1
3,53,10
4,7,7
4,24,3
5,7,5
6,42,2
6,28,9
6,43,9
6,40,1
7,47,8
7,65,5
7,24,2
8,49,5
9,52,9
10,19,6
10,12,7
11,16,8
11,52,8
12,27,4
12,15,9
12,59,9
12,38,1
13,35,7
13,31,6
13,61,8
14,35,6
15,55,10
16,60,8
16,49,6
16,21,1
17,42,6
17,34,4
18,40,6
18,58,1
18,22,9
19,30,10
19,37,10
20,34,10
21,51,3
22,69,3
23,26,4
23,48,3
23,36,6
24,57,10
24,37,7
24,26,4
25,35,7
25,68,1
25,40,4
26,41,5
26,48,3
26,54,10
26,45,7
27,34,6
27,69,4
27,65,4
28,39,1
29,38,6
29,60,7
29,30,5
29,62,8
30,38,10
31,56,2
32,64,5
33,68,1
33,51,4
33,37,8
33,53,10
34,62,9
35,45,5
35,50,7
35,41,9
36,40,2
36,41,9
36,49,3
37,42,6
37,56,6
37,55,6
37,57,7
38,52,7
38,45,6
39,50,4
40,52,10
40,56,10
40,68,8
41,49,7
41,69,2
41,54,8
42,55,7
42,43,10
43,55,8
44,66,10
44,60,9
44,63,4
44,47,10
45,56,3
46,63,4
46,67,3
46,57,5
46,54,7
47,64,3
48,56,2
48,61,5
48,55,2
49,58,4
49,69,2
49,53,5
49,55,1
50,66,6
51,61,4
51,66,8
51,55,10
52,59,9
52,57,10
52,63,10
53,63,7
54,59,10
55,66,9
55,69,10
56,69,1
56,62,10
56,66,9
57,63,3
57,68,1
57,67,6
57,65,3
58,62,5
58,59,7
58,66,10
58,64,9
59,66,10
59,61,5
60,63,7
61,63,8
62,66,4
62,65,8
62,67,8
63,69,1
63,64,9
63,65,1
63,66,7
64,69,8
65,66,5
65,69,4
65,68,8
66,68,10
66,69,5
66,67,5
67,68,7
67,69,8
68,69,1
