task,cost
0,21.77
1,23.66
2,11.37
3,35.03
4,34.24
5,37.97
6,41.84
7,20.72
8,38.48
9,25.13
10,13.24
11,16.81
12,19.99
13,20.19
14,11.12
15,38.6
16,34.89
17,50.79
18,16.74
19,20.95
20,11.33
21,8.31
22,23.95
23,19.85
24,49.58
25,49.18
26,43.77
27,51.7
28,28.01
29,21.81
30,15.85
31,12.05
32,39.6
33,49.51
34,37.21
35,27.85
36,42.05
37,14.2
38,36.61
39,17.42
40,28.37
41,18.95
42,47.84
43,16.89
44,41.38
45,34.03
46,30.72
47,22.43
48,14.12
49,22.66
50,18.9
51,46.29
52,32.58
53,10.31
54,30.81
55,48.88
56,12.0
57,46.88
58,14.1
59,13.41
