task,cost
0,18.79
1,27.83
2,36.77
3,25.57
4,32.38
5,14.18
6,24.01
7,52.31
8,31.55
9,41.55
10,40.57
11,23.37
12,50.93
13,41.79
14,13.6
15,36.23
16,13.36
17,19.66
18,45.04
19,22.51
20,27.65
21,33.93
22,20.43
23,33.04
24,45.58
25,26.99
26,39.94
27,44.07
28,46.34
29,24.46
30,25.52
31,34.31
32,10.35
33,31.95
34,9.34
35,43.68
36,43.45
37,16.75
38,40.64
39,10.52
40,25.03
41,48.2
42,9.3
43,39.87
44,38.44
45,14.54
46,38.78
47,25.37
48,47.28
49,33.46
50,27.13
51,11.03
52,49.05
53,36.57
54,10.58
55,31.76
56,20.33
57,26.57
58,46.48
59,15.28
60,29.32
61,20.65
62,29.25
63,25.27
64,10.69
65,23.27
66,21.36
67,19.4
68,11.81
69,44.76
70,13.59
71,39.53
72,47.29
73,31.6
74,21.06
75,53.78
76,47.33
77,13.84
78,13.64
79,10.6
80,39.99
81,24.92
82,24.52
83,38.81
84,21.65
85,14.42
86,23.14
87,18.2
88,23.5
89,40.14
