src,dst,comm
0,15,1
1,10,8
2,14,5
2,12,7
2,23,2
3,17,6
3,5,4
4,10,4
4,23,1
4,8,9
4,9,10
5,22,2
5,21,2
5,24,7
6,16,2
6,11,5
7,10,2
7,25,5
7,28,4
7,19,2
8,19,8
9,15,7
9,24,1
9,10,7
9,28,8
10,17,1
11,13,1
11,25,9
11,18,8
11,28,5
12,23,6
12,18,3
12,13,8
13,14,4
13,18,6
13,20,7
13,25,7
14,22,3
14,23,2
14,29,10
14,16,5
15,16,5
15,26,5
16,27,9
16,21,3
16,23,9
16,24,4
17,26,1
18,19,10
19,25,3
19,28,2
20,21,7
21,24,3
21,26,6
22,27,7
22,26,1
23,25,8
23,24,6
24,28,5
24,29,10
24,25,10
24,27,6
25,27,7
25,28,7
26,28,1
26,29,10
26,27,1
27,29,2
27,28,2
28,29,8
