src,dst,comm
0,6,8
0,45,2
0,85,6
0,10,6
1,52,5
1,51,5
1,25,10
2,77,10
2,42,7
3,19,2
3,13,2
3,12,4
3,99,5
4,27,10
4,55,1
5,95,3
5,47,3
5,82,5
5,69,2
6,43,2
6,15,3
6,11,8
7,97,10
8,37,10
8,63,7
9,54,1
9,88,4
9,47,1
10,47,5
10,48,2
10,50,3
11,38,7
11,90,5
12,52,5
12,38,2
13,14,3
13,90,10
14,96,9
14,26,3
14,67,8
14,78,7
15,23,9
15,74,10
15,96,6
16,27,7
16,74,2
17,56,5
17,30,3
17,95,10
17,64,3
18,61,5
18,74,2
18,87,5
18,69,1
19,33,7
19,82,5
19,67,3
19,31,2
20,99,2
21,92,10
21,73,8
21,87,3
21,65,6
22,40,3
22,33,2
22,25,8
22,68,6
23,29,8
24,83,4
24,46,1
25,54,7
26,81,6
27,86,2
27,52,9
27,94,10
28,63,7
28,78,6
28,96,4
28,53,1
29,57,9
30,64,9
30,61,8
31,67,6
32,70,2
33,50,6
33,92,6
33,82,10
34,38,3
34,78,8
34,40,8
34,90,8
35,38,10
36,52,7
37,54,6
37,45,8
38,69,2
38,39,2
38,46,1
39,98,6
39,51,9
40,44,10
40,43,8
40,98,6
40,50,3
41,59,1
41,55,8
42,53,1
42,80,4
43,52,8
43,74,7
44,64,7
44,66,6
44,74,3
45,52,3
45,71,8
46,95,6
47,92,9
47,82,4
47,88,2
48,62,4
48,66,2
49,61,8
49,77,9
49,96,5
49,73,3
50,79,3
50,85,6
50,69,6
50,82,2
51,67,1
51,79,10
51,52,4
52,59,3
52,83,2
53,99,10
53,86,1
53,92,3
53,78,7
54,87,4
55,89,7
56,72,5
56,84,5
56,94,7
57,84,5
57,82,2
57,94,4
57,72,4
58,96,5
58,62,8
59,61,7
59,64,2
60,86,8
61,81,1
61,86,1
61,69,9
61,70,3
62,89,8
62,82,1
63,78,8
63,87,8
63,84,1
63,97,10
64,91,3
65,98,4
65,83,7
66,92,8
66,99,4
66,83,2
66,90,5
67,89,6
67,69,4
67,94,9
67,77,2
68,98,6
68,72,2
68,85,5
68,75,4
69,89,4
69,71,2
70,89,5
70,78,8
71,81,9
71,86,8
72,85,5
72,93,1
72,80,4
72,83,1
73,80,8
73,78,2
73,77,10
73,86,5
74,75,10
75,81,10
75,83,6
75,88,10
75,91,3
76,85,4
77,91,7
77,85,5
78,97,6
79,99,5
80,89,10
80,83,7
80,86,7
81,98,5
82,94,10
82,85,9
82,98,9
82,92,8
83,92,8
83,96,8
84,94,5
84,93,1
85,99,3
85,95,9
85,96,7
85,86,2
86,87,9
86,91,10
87,98,9
87,99,5
87,92,9
88,94,7
88,91,10
88,89,8
88,98,6
89,99,4
89,91,4
89,98,5
89,97,3
90,97,8
90,95,2
90,91,7
90,92,10
91,93,7
91,95,4
92,98,2
93,94,4
93,96,1
94,99,9
94,95,5
94,97,9
95,98,8
96,97,8
96,99,10
97,99,3
98,99,10
