task,cost
0,54.6
1,43.03
2,20.88
3,11.63
4,20.22
5,50.61
6,12.47
7,21.82
8,47.15
9,32.94
10,9.43
11,34.88
12,19.69
13,29.86
14,32.26
15,27.32
16,27.24
17,52.76
18,31.58
19,28.5
20,9.19
21,36.31
22,12.26
23,39.5
24,47.02
25,46.18
26,12.37
27,23.07
28,59.47
29,28.67
30,21.87
31,14.45
32,37.68
33,8.52
34,20.39
35,28.57
36,19.31
37,44.93
38,23.31
39,32.47
40,52.05
41,58.65
42,10.73
43,23.4
44,26.1
45,18.46
46,20.42
47,24.38
48,37.32
49,49.73
50,35.99
51,28.14
52,15.24
53,28.9
54,44.69
55,19.69
56,39.47
57,37.86
58,23.37
59,29.35
60,50.21
61,35.74
62,29.57
63,54.83
64,43.6
65,24.14
66,24.39
67,29.12
68,44.64
69,28.39
70,46.47
71,14.15
72,35.34
73,57.22
74,38.61
75,27.73
76,10.14
77,28.72
78,14.31
79,50.27
