task,cost
0,51.53
1,34.43
2,22.4
3,41.65
4,41.26
5,27.89
6,35.5
7,43.69
8,13.71
9,48.54
10,28.62
11,51.97
12,17.99
13,32.93
14,43.7
15,56.26
16,9.49
17,45.76
18,39.57
19,39.83
20,49.82
21,36.11
22,37.01
23,21.99
24,15.3
25,38.67
26,19.47
27,56.23
28,17.84
29,20.64
30,7.54
31,17.53
32,28.97
33,16.9
34,37.69
35,26.22
36,33.35
37,34.87
38,34.39
39,49.05
40,40.61
41,45.65
42,26.28
43,50.61
44,43.16
45,37.57
46,25.57
47,25.55
48,36.71
49,58.18
50,21.95
51,14.21
52,21.01
53,43.31
54,42.81
55,19.75
56,53.93
57,43.54
58,17.57
59,33.23
