task,cost
0,21.27
1,45.58
2,23.82
3,45.58
4,21.79
5,16.92
6,14.97
7,55.61
8,38.92
9,27.54
10,41.88
11,58.51
12,55.02
13,29.08
14,35.31
15,41.94
16,21.89
17,50.65
18,39.82
19,31.77
20,39.52
21,18.54
22,24.31
23,23.71
24,37.74
25,38.5
26,18.61
27,14.38
28,19.42
29,13.8
30,29.1
31,46.07
32,41.88
33,10.89
34,9.99
35,15.23
36,25.84
37,33.77
38,43.64
39,52.06
40,28.23
41,9.01
42,25.95
43,14.76
44,28.98
45,10.8
46,31.16
47,30.72
48,12.29
49,50.03
50,52.2
51,35.09
52,21.43
53,10.84
54,19.52
55,47.84
56,13.04
57,43.12
58,49.23
59,28.01
60,36.79
61,18.44
62,43.65
63,47.48
64,9.86
65,11.57
66,25.34
67,27.82
68,23.24
69,15.15
70,33.8
71,21.68
72,18.14
73,15.47
74,54.13
75,43.05
76,33.77
77,31.98
78,8.13
79,51.53
80,22.55
81,51.57
82,33.77
83,37.51
84,42.0
85,19.02
86,20.8
87,16.06
88,38.28
89,47.25
90,10.88
91,47.26
92,29.98
93,29.22
94,18.12
95,14.83
96,12.44
97,41.24
98,24.13
99,22.92
